show_id,title,description
768,Creator's File: GOLD,"Comedian Ryuji Akiyama satirizes top “creators” in Japan with a deadpan, unerring eye for humor, with help from some surprising celebrity guest stars."
769,Dancing Queens,"A dancer who gets a job cleaning at a struggling drag club dreams of being in the show, and her talent catches an ambitious choreographer's eye."
770,From Stress to Happiness,"A stressed-out documentary filmmaker goes on a journey of discovery with a pair of monks, one of whom is known as ""the happiest man in the world."""
771,Myriam Fares: The Journey,"From pregnancy to album preparations, Lebanese singer and “Queen of the Stage” Myriam Fares documents her experiences with her family while in lockdown."
772,Pretty Guardian Sailor Moon Eternal The Movie,"When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world."
773,Summertime,Two young adults from very different backgrounds fall in love during a summer on Italy’s Adriatic Coast. Inspired by Federico Moccia's book series.
774,The Girl and the Gun,"Fed up with abuse by those around her, a department store saleswoman finds a weapon in an alleyway and decides to settle scores."
775,2 Hearts,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story."
776,A Perfect Ending,"After confessing an unusual secret, a repressed wife – prompted by her friends – decides to explore her sexuality with a high-priced call girl."
777,American Outlaws,"In the wake of the Civil War, Jesse James leads a feisty group of ranchers in a fight against a railroad baron bent on seizing their land at any cost."
778,And Then Came Lola,"In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time."
779,Attack on Titan,"With his hometown in ruins, young Eren Yeager becomes determined to fight back against the giant Titans that threaten to destroy the human race."
780,Battlefield Earth,"In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery."
781,Ben & Holly's Little Kingdom,"In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving."
782,Black Holes | The Edge of All We Know,Follow scientists on their quest to understand and capture the first image of a black hole while exploring the limits of our knowledge of the universe.
783,Bliss,"Two young newlyweds seek out the help of unlicensed sex therapist Baltazar, who initiates the couple into the mysteries of tantric sex."
784,Carnaval,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes."
785,Cloudburst,"A lesbian couple escapes from their nursing home and heads to Canada to get married. Along the way, they pick up a young male hitchhiker."
786,Cocomelon,"Learn letters, numbers, animal sounds and more with J.J. in this edutaining series that brings fun times with nursery rhymes for the whole family!"
787,Company of Heroes,"During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around."
788,Cradle 2 the Grave,"When a jewel thief pulls off a risky diamond heist with his crew, a gang kidnaps his young daughter and steals the loot as a rival agent offers his help."
789,Domestic Disturbance,A recovering alcoholic is skeptical of his son's claim that his new stepfather is a killer – but soon begins to sense the boy is telling the truth.
790,Downton Abbey,"Exposing the snobbery and machinations of a vanishing class system, this series chronicles events in the lives of the Crawley family and their servants."
791,Dream/Killer,This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison.
792,Felon,"After killing a burglar while trying to protect his family, regular guy Wade is convicted of involuntary manslaughter and thrown into prison."
793,Flipped,"Bryce and Juli first meet as children, with Juli having a crush on Bryce. As they mature, it appears their bond may blossom into something more."
794,Fools Rush In,"When a one-night stand results in a pregnancy, two strangers with opposite personalities rush into marriage then must deal with the consequences."
795,Gold Statue,"After tracing an artifact to his ancestry, a young man and his friend's search for a gilded statue lands them in a maximum-security prison."
796,Happy Endings,"After his fiancée, Alex, dumps him at the altar, Dave finds himself nursing a broken heart and battling her for custody of their quirky friends."
797,Hostel: Part III,"In this installment in the popular horror franchise, a bachelor party in Las Vegas turns into a hellish bloodbath for all involved."
798,I Am Sam,"When the legal system declares him unfit to be a parent, a father with an intellectual disability fights to regain custody of his young daughter."
799,Love Jones,A poet and a photographer take a chance on romance but find their ambitions and baggage could keep them from taking their relationship further.
800,Million Dollar Baby,"When a cantankerous trainer mentors a persistent amateur boxer determined to go pro, deep-seated emotions become their strongest opponents."
801,Mosquita y Mari,"Neighbors but by no means friends, high schoolers Yolanda and Mari discover a bond and an attraction when they're made study partners."
802,Never Back Down 2: The Beatdown,A group of mixed martial arts fighters stars in this action thriller that follows a quartet of brawlers as they prepare for a major underground event.
803,Ninja Assassin,A former assassin must protect himself and a Europol agent from a ruthless band of assassins who wish to exist in secrecy.
804,Ouran High School Host Club,"New student Haruhi stumbles on the Ouran High School Host Club, an all-male group that makes money by entertaining the girls of the school."
805,Population 436,"A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job."
